$,dollar ドル記号
selectman,都市行政委員
selector,選択者
selector,選別器
selector,セレクター
selenium,セレン
selenium,セレニウム
selenology,月学
self,自己
self,自分
self,自身
self,本質
self,個性
self,性格の一面
self,私利
self,私欲
self,私心
self,同じ材料でできた
self,共ぎれの
self-absorbed,自分のことに夢中の
self-absorbed,無我夢中の
self-absorption,自己陶酔
self-absorption,専念
self-acting,自動の
self-addressed,自分名あての
self-appointed,ひとり決めの
self-appointed,ひとりよがりの
self-appointed,自認する
self-assertion,自己主張
self-assertion,出しゃばり
self-assertive,自己主張する
self-assertive,出しゃばりの
self-assurance,自信
self-assured,自信のある
self-centered,自己中心の
self-centered,自分のことしか考えない
self-centred,自己中心の
self-centred,自分のことしか考えない
self-command,自制
self-complacent,自己満足の
self-complacent,ひとりよがりの
self-confessed,自認する
self-confessed,自称の
self-confidence,自信
self-confident,自信のある
self-conscious,自意識過剰の
self-conscious,人目を気にする
self-conscious,恥ずかしがる
self-conscious,自覚している
self-contained,必要物の完備した
self-contained,自給式の
self-contained,独立した
self-contained,無口な
self-contained,うちとけない
self-contained,自制心のある
self-contradictory,自己矛盾の
self-control,自制
self-control,自制心
self-controlled,自制力のある
self-defeating,自滅的な
self-denial,我慢すること
self-denial,自己犠牲
self-denial,自制
self-denial,禁欲
self-denying,自制の
self-denying,克己の
self-denying,無私の
self-denying,献身的な
self-drive,自分で運転する
self-educated,独学の
self-effacing,表面に出ない
self-effacing,表だたない
self-employed,自家営業の
self-employed,自由業の
self-esteem,自尊
self-esteem,うぬぼれ
self-esteem,自尊
self-esteem,自負心
self-esteem,うぬぼれ
self-evident,自明の
self-evident,分かりきった
self-examination,反省
self-examination,自省
self-explanatory,説明を要しない
self-explanatory,自明の
self-fulfilling,自己達成的な
self-governing,自治の
self-help,自助
self-help,自立
self-important,尊大な
self-important,うぬぼれた
self-important,自分を過大評価している
self-imposed,みずから進んで行う
self-indulgent,自分を甘やかしている
self-indulgent,わがままな
self-indulgent,放縦な
self-interested,利己主義な
self-interested,手前かってな
self-locking,自動ロックの
self-made,自分の力で出世した
self-opinionated,自分の意見を過信している
self-opinionated,片意地な
self-opinionated,がん迷な
self-portrait,自画像
self-possessed,落ち着いた
self-possessed,冷静な
self-possessed,沈着な
self-reliant,自己を頼る
self-reliant,自力本願の
self-respecting,自尊心を持っている
self-respecting,自尊心のある
self-righteous,独善的な
self-righteous,ひとりよがりの
self-rule,自治
self-rule,自制
self-rule,自治
self-sacrifice,自己犠牲
self-sacrifice,献身
self-sacrificing,自己を犠牲にする
self-sacrificing,献身的な
self-satisfaction,自己満足
self-satisfied,自己満足した
self-seeking,利己主義の
self-seeking,利己主義
self-sown,自然にまかれた
self-styled,自称の
self-styled,自任の
self-sufficient,自給自足の
self-supporting,自活の
self-supporting,自営の
self-supporting,自給する
self-taught,独学の
self-taught,独習の
self-willed,がん固な
self-willed,強情な
self-willed,わがままな
self-winding,自動巻きの
selfish,利己的な
selfish,自分本位の
selfless,私心のない
selfreliance,自力本願
selfreliance,自己依存
selfreliance,self-reliance
selfsame,全く同一の
seller,売る人
seller,売り手
seller,《good
seller,bad
seller,poorなどの形容詞と共に》売れるもの
sellout,売り切れ
sellout,売り払い
sellout,入場券売り切れの催し物
sellout,裏切り
Seltzer,セルツア炭酸水
Seltzer,炭酸水
selves,selfの複数形
semantic,意味に関する
semantic,意味論の
semantics,意味論
semblance,類似
semblance,似姿
semblance,外見
semblance,見せかけ
semen,精液
semester,一学期
semester,前期
semiannual,半年ごとの
semiannual,年2回の
semiautomatic,半自動式の
semicircle,半円
semicircle,半円形
semicircular,半円の
semicircular,半円形の
semicolon,セミコロン
semiconducting,半導体の
semiconducting,半導性の
semiconductor,半導体
semidetached,仕切り壁で続く
semidetached,二軒長屋の
semidetached,二軒建ての家
semifinal,準決勝の
semifinal,準決勝
semimonthly,半月ごとの
semimonthly,月2回の
semimonthly,半月ごとに
semimonthly,月2回
semimonthly,月2回の刊行物
seminal,独創的な
seminal,将来性のある
seminal,精液の
seminar,研究グループ
seminar,研究会
seminar,演習
seminar,セミナー
seminar,ゼミナール
seminarian,神学校の学生
seminary,神学校
seminary,学校
seminary,専門学校
semiofficial,半官半民の
semipermeable,半透性の
semiprecious,準宝石の
semiprivate,準個室の
semiprivate,半私用の
semiprofessional,半職業的な
semiprofessional,セミプロの
semiprofessional,半職業人
semiprofessional,セミプロ選手
semiskilled,半熟練の
semiskilled,半ば熟練を要する
Semite,セム族
Semitic,セム族の
Semitic,セム語
semitone,半音
semitropical,亜熱帯の
semivowel,半母音
semivowel,半母音字
semiweekly,週2回の
semiweekly,週2回
semiweekly,週2回の刊行物
semolina,セモリーナ
sempstress,女裁縫師
sempstress,お針子
SEN,State Enrolled Nurse
Sen.,Senate
Sen.,Senator
sen.,Senate
sen.,Senator
senate,元老院
senate,上院
senate,評議会
senate,理事会
senator,元老院議員
senator,上院議員
senatorial,元老院の
senatorial,上院の
send,出す
send,送り出す
send,人をやる
send,使いを送る
send,手紙をやる
send,便りをする
sender,発送人
sender,送り主
sender,差し出し人
sender,送信機
sender,送話機
sendoff,見送り
sendoff,送別
Senegal,セネガル
senescence,初老
senescence,老境
senescent,初老の
senescent,老境にかかった
seneschal,執事
seneschal,家令
senile,老年の
senile,老衰の
senile,もうろくした
senility,老齢
senility,老衰
senility,もうろく
senior,年上の
senior,先任の
senior,古参の
senior,先輩の
senior,上級の
senior,上層の
senior,高級の
senior,四年制大学の》 四年級の
senior,最高学年の
senior,#中等教育の
senior,優先権付きの
senior,上位の
senior,本家の
senior,年長者
senior,古老
senior,長老
senior,先任者
senior,古参者
senior,先輩
senior,上級者
senior,上官
senior,上役
senior,首席者
senior,# 上級生
senior,最上級生
senior,年上の
senior,年長の
senior,上級の
senior,年長者
senior,年上の人
senior,先輩
senior,先任者
senior,上役
senior,最上級生
seniority,年長であること
seniority,先輩
seniority,先任
seniority,先任者に特権を与える制度
senna,センナ
senna,センナ
sensation,感覚
sensation,知覚
sensation,感じ
sensation,気持ち
sensation,大評判
sensation,センセーション
sensation,大評判になった人
sensational,感覚の
sensational,世間をわかせる
sensational,人騒がせの
sensational,きわだった
sensational,すばらしい
sensationalism,扇情主義
sensationalism,扇情的な題材
sensationalist,扇情的な人
sensationalist,感覚論者
senseless,意識を失った
senseless,意味のない
senseless,無分別な
senseless,非常識な
sensibility,感覚
sensibility,心の感じやすさ
sensibility,感じやすい感情
sensibility,感性
sensibility,感覚力
sensibility,感度
sensible,分別がある
sensible,ものの分かる
sensible,感じられる
sensible,感覚できる
sensibly,感じられるほどに
sensibly,相当に
sensibly,賢明に
sensibly,分別をもって
sensitive,敏感な
sensitive,感じやすい
sensitive,物事を非常に気にする
sensitive,神経過敏な
sensitive,感光性の
sensitive,感度のよい
sensitivity,敏感
sensitivity,感受性
sensitivity,感度
sensitivity,度光度
sensitometer,感光度計
sensor,感知器
sensory,感覚の
sensual,官能的な
sensual,肉欲的な
sensual,官能をそそる
sensual,肉感的な
sensualist,肉欲にふける人
sensualist,好色家
sensualist,官能主義者
sensuality,官能性
sensuality,好色
sensuous,感覚的
sensuous,感覚に訴える
sent,sendの過去
sent,過去分詞
sentence,文
sentence,文章
sentence,判決
sentence,宣告
sentence,宣告する
sententious,簡潔な
sententious,説教調の
sententious,もったいぶった
sententious,金言の多い
sentient,知覚力のある
sentient,感じ得る
sentiment,感情
sentiment,心情
sentiment,気持ち
sentiment,感想
sentiment,所感
sentiment,意見
sentiment,織細な感情
sentiment,情趣
sentiment,情感
sentiment,感傷
sentimental,感情的な
sentimental,情的な
sentimental,感情的な
sentimental,情にもろい
sentimental,感情的な
sentimentalism,感傷主義
sentimentalism,涙もろさ
sentimentalist,感情的な人
sentimentalist,涙もろい人
sentimentality,涙もろさ
sentimentality,感傷的な言動
sentinel,歩哨
sentinel,番人
sentry,番兵
sentry,歩哨
sentry,張り番
Seoul,ソウル
Seoul,京城
sep.,separate
sep.,separated
Sep.,September
sepal,萼片
separable,分離できる
separable,引き離せる
separable,分離できる
separably,分離して
separately,分かれて
separately,別々に
separately,単独で
separateness,別々になっていること
separateness,分離
separation,分離
separation,分割
separation,別離
separation,した箇所
separation,夫婦の別居
separatism,政教分離主義
separatist,分離主義者
separatist,分離派
separative,分離性の
separative,分離する傾向のある
separative,分離を引き起こす
separator,分離する人
separator,分離器
sepia,セピア
sepia,セピア色
sepia,暗かっ色
sepia,セピア色の
sepn.,separation
sepoy,インド現地人兵
sepsis,敗血症
Sept.,September
September,9月
septet,7人一組のグループ
septet,七重奏曲
septic,腐敗性の
septic,敗血症の
septuagenarian,70歳の人
septuagenarian,70歳の
Septuagesima,四旬節前の第3日曜日
Septuagint,セプチュアギンタ
Septuagint,70人訳ギリシア語聖書
septum,隔膜
septum,隔壁
sepulcher,墓地
sepulcher,墓
sepulchre,墓地
sepulchre,墓
sepulchral,墓の
sepulchral,埋葬の
sepulchral,墓のような
sepulchral,陰気な
seq.,sequel
seq.,sequens下記の
seqq.,sequentia下記の
sequel,続き
sequel,続編
sequel,結果
sequence,連続
sequence,続き
sequence,順序
sequence,筋道
sequence,結果
sequencing,配列
sequencing,接続
sequencing,調整
sequent,次の
sequent,次に起こる
sequent,結果として生じる
sequential,引き続いて起こる
sequential,結果として起こる
sequestrate,一時差し押さえる
sequestrate,没収する
sequestration,隔離
sequestration,追放
sequestration,隠退
sequestration,隠遁
sequestration,仮差し押さえ
sequestration,没収
sequin,小さく丸い金属などの服飾品
sequoia,セコイア
ser,serial
ser,series
ser,sermon
sera,serumの複数形
seraglio,後宮
seraglio,ハレム
serape,セラーベ
seraph,最高位の天使
seraphic,天使のような
seraphic,気高く神神しい
seraphim,seraphの複数形
Serbia,セルビア
Serbian,セルビアの
Serbian,セルビア人の
Serbian,セルビア人
Serbian,セルビア語
sere,枯れた
sere,しなびた
serenade,セレナード
serenade,小夜曲
serenade,ためにセレナードを歌う
serenade,セレナードを演奏する
serendipity,思わぬ良い物を見つけ出すこと
serendipity,掘出し物じょうず
serene,穏やかな
serene,平穏な
serene,うららかな
serene,晴れた
serene,やんごとなき
serenity,平穏
serenity,落ち着き
serenity,うららかさ
serenity,晴朗
serf,農奴
serf,奴隷
serfdom,農奴の身分
serfdom,農奴制
Serg.,Sergeant
Sergt.,Sergeant
serge,サージ
serial,連載物
serial,定期刊行物
serial,続き物
serial,連続物
serial,続き物の
serial,連続物の
serial,連続している
serial,順次の
serialization,連載
serialization,連続放送
serialisation,連載
serialisation,連続放送
seriatim,相次いで
seriatim,順次
sericulture,養蚕
sericulture,蚕業
series,連続
series,一続き
series,一組
series,連続物
series,双書
series,シリーズ
series,直列
series,直列の
serif,ひげ飾り
serigraph,セリグラフ
seriocomic,まじめであってしかもこっけいな
seriocomical,まじめであってしかもこっけいな
serious,まじめな
serious,厳粛な
serious,本気の
serious,冗談でない
serious,真剣の
serious,重大な
serious,容易ならない
serious,重要な
serious,偉い
seriously,真剣に
seriously,まじめに
seriously,本気で
seriously,重大に
seriously,ひどく
seriousness,まじめ
seriousness,本気
seriousness,重大さ
seriousness,危篤
sermon,説教
sermon,講話
sermon,訓話
sermon,お説教
sermon,小言
serology,血清学
serous,漿液状の
serous,漿液を含む
serous,水のような
serous,希薄な
serpent,ヘビ
serpent,蛇に似た怪物
serpent,こうかつな人
serpent,陰険な人
serpentine,蛇の
serpentine,曲がりくねった
serpentine,ずるい
